26 1001
Gros Valerie
CNRS LSCE, Orme des Merisiers, Bat 701, 91 191 Gif sur Yvette, France, valerie.gros@lsce.ipsl.fr
"Ozone instrument; carbon monoxide instrument; Nitrogen oxides instrument; LHVP station"
MEGAPOLI winter campaign
1 1
2010 01 01 2010 10 27
5 min
Time (hours since 2010-01-01 00:00:00 +1:00 )
4
1. 1. 1. 1.
9999 9999 9999 9999
ozone O3  (ppbv)
CO (ppbv)
NO (ppbv)
NOx (ppbv)
9
Ozone was measured with a Thermo-Environnment 49C instrument
Carbon monoxide was measured with a Thermo-Environment 48i-TL instrument
Nitrogen monoxide and nitrogen oxides were measured with a Environment SA AC31M  instrument from LHVP
Please contact me for more details on the instruments
 -------------------------------------------------------------------------------------------
These data were generated or collected within the framework of  FP7/ MEGAPOLI and of the national ANR MEGAPOLI-PARIS 
The user agrees with the MEGAPOLI DATA EXCHANGE PROTOCOL
 -------------------------------------------------------------------------------------------
Time (UTC)	O3 (ppb)	CO (ppb)	NO (ppb)	NOx (ppb)
34,455	25,9	241,2	4,5	23,0
34,458	28,3	215,9	4,7	21,6
34,462	27,2	9999	4,2	20,8
34,465	27,3	9999	4,5	21,3
34,469	28,0	9999	4,8	21,6
34,472	28,4	9999	4,6	21,4
34,476	26,3	258,2	6,1	21,8
34,479	26,5	244,0	6,7	23,7
34,483	27,7	228,2	6,1	23,1
34,486	26,1	225,0	5,5	22,6
34,490	26,6	231,0	4,8	21,4
34,493	27,9	220,3	5,1	21,2
34,497	24,5	231,2	3,9	20,4
34,500	25,2	231,4	4,5	22,1
34,503	27,3	213,5	4,0	21,9
34,507	26,1	220,5	5,0	21,3
34,510	27,7	227,1	3,5	20,8
34,514	28,5	214,4	3,2	19,1
34,517	26,5	236,3	3,2	18,5
34,521	24,2	255,1	4,2	21,4
34,524	25,5	239,9	4,1	21,7
34,528	25,4	244,1	4,5	22,4
34,531	25,8	244,5	4,1	22,0
34,535	27,8	231,3	4,0	20,9
34,538	24,3	248,6	4,5	21,4
34,542	25,6	250,6	4,8	22,9
34,545	24,2	244,7	4,1	23,1
34,549	24,1	249,2	4,6	24,2
34,552	24,6	241,2	4,6	24,0
34,556	17,9	263,1	9,0	38,2
34,559	21,8	249,4	7,1	35,7
34,563	23,6	239,7	6,4	29,8
34,566	21,9	241,0	5,0	27,5
34,569	21,8	268,3	6,1	28,5
34,573	24,5	251,4	6,0	27,4
34,576	26,3	235,2	4,9	26,0
34,580	24,0	236,5	4,1	24,7
34,583	23,8	243,2	5,3	25,5
34,587	22,8	240,7	4,8	25,6
34,590	21,2	272,6	5,7	28,0
34,594	25,8	243,7	5,4	26,8
34,597	24,2	247,1	5,0	25,1
34,601	21,4	269,4	6,0	27,4
34,604	21,3	278,9	6,3	28,8
34,608	21,3	261,9	6,4	30,6
34,611	22,8	255,7	6,1	30,4
34,615	23,9	257,6	5,9	28,7
34,618	24,2	263,3	5,6	27,6
34,622	24,5	254,7	5,2	27,3
34,625	23,0	303,7	4,9	26,8
34,628	22,7	9999	4,9	27,0
34,632	24,0	9999	5,0	26,8
34,635	21,8	9999	4,9	27,8
34,639	22,3	9999	4,7	28,3
34,642	21,4	248,2	4,0	29,7
34,646	22,9	233,8	4,9	29,9
34,649	23,3	230,7	5,1	28,8
34,653	22,1	240,8	4,3	27,8
34,656	21,5	253,5	4,3	29,5
34,660	23,1	226,2	4,8	28,8
34,663	22,8	232,2	4,5	28,7
34,667	24,1	233,4	4,0	27,8
34,670	25,7	227,4	3,6	26,7
34,674	22,9	233,4	4,2	26,1
34,677	22,6	238,1	2,9	26,7
34,681	19,6	257,0	3,1	27,3
34,684	19,4	262,3	3,6	30,7
34,688	19,6	257,2	4,4	31,4
34,691	19,9	260,2	4,2	31,4
34,694	20,6	254,3	3,6	30,6
34,698	16,3	293,0	4,4	33,4
34,701	14,7	285,0	4,6	35,6
34,705	15,2	285,7	4,8	37,8
34,708	17,5	272,5	4,8	36,9
34,712	17,7	284,8	4,5	36,2
34,715	16,1	291,8	4,1	36,1
34,719	17,0	277,9	4,0	37,0
34,722	17,7	284,2	4,1	35,7
34,726	14,2	303,5	3,8	35,6
34,729	14,6	338,1	5,1	40,9
34,733	16,7	296,1	3,9	37,5
34,736	15,1	308,2	4,0	36,4
34,740	14,5	305,7	4,7	37,3
34,743	18,3	287,7	3,7	36,3
34,747	17,4	281,3	4,3	34,7
34,750	18,0	293,2	3,5	34,7
34,753	17,6	271,7	3,2	33,1
34,757	14,5	319,2	3,6	35,5
34,760	15,0	315,3	4,3	36,6
34,764	13,9	324,6	4,6	38,3
34,767	13,8	318,6	4,5	39,1
34,771	13,5	326,9	5,7	39,6
34,774	13,0	335,0	5,3	40,2
34,778	12,8	335,0	5,7	40,1
34,781	14,8	320,5	4,9	39,8
34,785	11,6	332,6	5,6	40,0
34,788	11,7	325,6	6,4	42,4
34,792	11,4	316,8	6,3	42,7
34,795	12,4	9999	6,6	42,5
34,799	10,6	9999	5,6	41,9
34,802	10,9	9999	6,1	42,6
34,806	7,1	9999	7,2	46,0
34,809	6,2	342,0	9,3	51,8
34,813	5,8	338,1	8,6	52,3
34,816	7,7	334,6	8,9	51,3
34,819	8,5	331,2	8,6	51,0
34,823	11,7	305,9	6,6	45,8
34,826	10,8	297,9	5,4	41,1
34,830	11,5	304,3	5,7	40,1
34,833	11,3	308,4	5,6	39,5
34,837	10,7	316,2	5,8	40,0
34,840	12,5	291,0	5,3	39,5
34,844	12,5	287,9	4,3	38,0
34,847	11,6	309,2	4,2	37,5
34,851	10,4	317,0	5,3	38,4
34,854	12,8	306,9	4,4	38,0
34,858	11,2	304,1	4,1	37,5
34,861	12,0	288,5	4,7	37,6
34,865	11,4	300,6	3,9	37,1
34,868	13,3	287,3	3,5	36,2
34,872	12,7	272,0	2,8	34,2
34,875	11,6	292,0	3,1	33,8
34,878	13,5	265,8	2,9	33,0
34,882	13,6	285,7	3,4	31,8
34,885	15,5	268,6	3,2	31,2
34,889	16,6	259,5	3,3	29,5
34,892	15,7	265,0	2,6	27,5
34,896	15,1	260,9	2,9	27,5
34,899	15,1	263,5	2,5	27,7
34,903	15,7	272,1	2,7	27,5
34,906	14,5	275,2	2,8	27,7
34,910	14,6	273,8	2,9	28,3
34,913	15,2	271,1	3,0	28,4
34,917	15,5	267,8	2,9	28,4
34,920	13,7	296,7	2,9	28,5
34,924	13,6	285,3	3,2	29,2
34,927	13,7	289,9	3,3	29,5
34,931	13,4	276,8	3,1	29,5
34,934	13,3	275,2	2,8	30,2
34,938	12,9	295,5	3,4	30,4
34,941	14,1	288,7	3,0	30,3
34,944	16,1	279,7	3,1	29,1
34,948	17,1	279,3	2,5	26,8
34,951	15,6	279,1	2,1	25,8
34,955	16,2	277,5	2,4	26,0
34,958	16,2	285,8	2,2	25,7
34,962	16,3	9999	1,9	26,1
34,965	14,7	9999	2,4	26,5
34,969	14,6	9999	2,8	26,9
34,972	14,2	9999	2,6	27,1
34,976	13,9	254,9	2,5	27,4
34,979	13,4	273,8	2,9	27,7
34,983	12,8	264,1	2,5	28,4
34,986	12,4	250,2	2,4	29,1
34,990	15,5	240,6	3,2	28,2
34,993	15,1	241,2	2,7	27,1
34,997	15,7	244,3	2,3	26,6
35,000	14,8	241,2	2,0	26,5
35,003	15,9	242,0	2,0	25,9
35,007	18,7	236,5	1,9	24,1
35,010	18,9	229,3	1,3	22,7
35,014	17,9	238,3	1,7	22,3
35,017	16,4	244,2	1,6	22,8
35,021	14,8	236,3	2,4	24,2
35,024	14,3	260,5	2,1	25,3
35,028	14,5	254,3	2,4	26,1
35,031	16,1	239,5	2,0	26,3
35,035	17,8	252,0	1,5	24,8
35,038	18,9	251,6	2,2	23,0
35,042	19,1	255,5	1,5	22,1
35,045	19,6	257,0	1,2	21,0
35,049	19,8	241,0	2,3	20,0
35,052	20,4	241,2	1,7	18,8
35,056	21,5	236,3	0,6	18,4
35,059	21,4	230,3	2,4	17,1
35,063	22,9	231,9	0,9	16,4
35,066	22,6	235,1	1,6	15,7
35,069	23,0	236,9	1,3	14,9
35,073	23,6	237,9	0,8	14,9
35,076	23,0	235,4	1,5	14,3
35,080	22,4	235,2	1,6	14,5
35,083	23,0	235,3	1,3	14,6
35,087	22,6	235,2	1,1	14,1
35,090	22,1	237,5	0,9	14,8
35,094	22,0	246,3	1,9	15,0
35,097	22,4	240,6	1,8	15,2
35,101	22,4	236,9	1,5	14,4
35,104	22,7	250,0	1,3	14,9
35,108	22,5	240,2	1,5	14,6
35,111	21,2	253,7	1,3	15,1
35,115	20,7	254,1	1,6	15,6
35,118	18,0	252,3	1,9	17,5
35,122	19,6	264,1	1,4	18,2
35,125	17,3	257,3	1,4	19,1
35,128	18,8	9999	1,5	19,9
35,132	17,3	9999	1,9	20,6
35,135	17,1	9999	1,8	21,3
35,139	15,9	9999	2,1	22,0
35,142	15,6	240,0	1,5	22,0
35,146	16,3	234,8	1,6	22,9
35,149	15,8	223,8	1,9	23,0
35,153	13,2	226,4	1,4	23,4
35,156	10,9	260,8	1,4	26,4
35,160	10,9	270,7	2,2	27,8
35,163	11,5	258,1	2,2	27,6
35,167	11,2	258,0	2,4	27,6
35,170	10,0	259,0	2,0	28,0
35,174	8,7	272,2	2,4	29,9
35,177	10,1	257,6	2,2	30,5
35,181	12,7	244,9	3,5	29,3
35,184	12,6	236,0	2,0	27,7
35,188	12,0	243,1	2,4	26,8
35,191	10,1	245,9	1,8	27,2
35,194	8,2	255,4	1,8	28,3
35,198	5,9	263,1	2,5	31,5
35,201	4,4	264,2	3,3	34,8
35,205	4,2	263,7	4,5	37,4
35,208	4,3	269,3	6,1	39,5
35,212	5,5	255,8	7,4	41,2
35,215	3,7	269,7	8,5	43,5
35,219	3,3	267,6	11,6	47,6
35,222	2,3	283,8	14,4	52,3
35,226	2,8	276,7	16,9	55,3
35,229	2,2	291,8	18,9	58,5
35,233	2,7	299,8	21,7	61,1
35,236	2,5	287,9	19,3	58,7
35,240	2,5	298,6	23,2	63,7
35,243	1,8	315,1	25,7	67,2
35,247	1,8	321,7	27,6	69,6
35,250	1,5	328,1	28,7	70,1
35,253	1,7	333,6	29,8	72,3
35,257	1,7	333,4	31,9	74,5
35,260	1,5	341,6	34,7	77,8
35,264	1,8	344,5	34,8	77,1
35,267	1,8	361,1	33,2	76,9
35,271	2,3	349,4	31,4	74,5
35,274	2,0	341,4	29,3	71,8
35,278	2,4	337,5	27,0	68,9
35,281	2,6	341,0	24,7	67,6
35,285	2,8	333,6	20,7	62,0
35,288	2,5	355,3	23,1	65,5
35,292	2,5	362,9	25,3	68,7
35,295	2,3	9999	32,4	77,1
35,299	3,3	9999	24,6	66,9
35,302	4,1	9999	18,6	58,5
35,306	4,2	9999	19,7	59,7
35,309	3,7	359,8	16,7	56,4
35,313	4,0	377,0	19,9	61,1
35,316	3,1	376,9	22,7	64,8
35,319	2,7	413,3	28,5	71,5
35,323	2,8	447,9	32,1	76,0
35,326	2,9	430,7	34,3	78,6
35,330	2,9	449,0	42,1	87,7
35,333	3,0	485,9	48,8	95,0
35,337	3,1	532,8	50,5	98,1
35,340	3,3	550,8	61,3	109,7
35,344	3,3	594,8	73,8	124,5
35,347	3,2	615,4	83,0	135,0
35,351	3,4	632,2	87,3	138,7
35,354	3,6	610,3	87,8	139,0
35,358	3,7	597,7	86,3	138,2
35,361	3,5	550,2	81,3	132,8
35,365	3,6	534,0	77,4	126,8
35,368	3,8	542,4	78,7	127,9
35,372	3,7	542,8	77,5	127,5
35,375	3,6	518,0	76,1	125,6
35,378	3,8	496,1	73,3	122,9
35,382	3,9	514,8	75,7	124,2
35,385	3,9	504,1	77,4	125,9
35,389	4,0	513,5	78,7	127,6
35,392	4,0	502,7	79,3	128,1
35,396	4,1	491,6	77,9	127,8
35,399	4,1	501,6	80,1	129,3
35,403	4,4	498,2	80,8	131,0
35,406	4,6	500,4	81,9	131,7
35,410	4,4	513,2	82,3	133,5
35,413	4,5	536,1	84,8	135,6
35,417	4,6	511,1	85,0	135,4
35,420	4,8	529,5	86,6	137,3
35,424	5,0	519,6	91,3	143,8
35,427	5,2	506,7	88,4	141,1
35,431	5,2	564,3	95,3	147,0
35,434	5,4	567,2	98,8	151,7
35,438	5,5	572,9	99,5	152,5
35,441	6,1	570,9	98,2	150,1
35,444	6,5	531,6	83,4	133,0
35,448	7,0	529,1	78,9	129,3
35,451	6,9	525,2	78,0	128,0
35,455	6,8	537,3	80,6	130,4
35,458	7,1	518,2	82,5	132,2
35,462	6,5	9999	81,2	130,3
35,465	6,5	9999	78,2	127,7
35,469	7,0	9999	70,7	118,9
35,472	7,4	9999	65,7	112,8
35,476	8,3	435,4	54,0	99,0
35,479	10,6	391,6	40,4	82,1
35,483	10,1	377,3	37,6	78,0
35,486	9,3	400,2	38,0	78,5
35,490	7,9	408,6	42,2	84,7
35,493	7,3	419,9	50,9	95,2
35,497	6,6	433,0	58,0	104,4
35,500	7,0	432,5	60,4	107,2
35,503	7,2	395,1	59,1	105,6
35,507	7,1	399,0	55,9	102,2
35,510	6,5	395,3	57,3	102,3
35,514	6,9	427,5	56,7	102,9
35,517	7,6	409,0	52,2	96,4
35,521	8,7	345,1	45,6	88,9
35,524	10,7	320,3	28,5	67,2
35,528	13,7	302,1	24,1	61,0
35,531	14,2	273,0	17,0	48,4
35,535	13,7	276,5	17,7	51,1
35,538	15,7	278,5	16,9	50,3
35,542	19,3	269,7	13,2	44,2
35,545	19,2	264,6	12,1	41,7
35,549	18,8	278,1	11,8	41,0
35,552	18,0	287,3	11,8	41,8
35,556	19,5	275,6	11,1	40,5
35,559	18,8	286,3	11,3	39,9
35,563	20,3	290,6	10,6	39,1
35,566	20,2	280,5	10,4	35,9
35,569	23,0	273,2	9,2	35,7
35,573	23,9	255,7	8,6	34,2
35,576	23,6	256,2	7,3	31,7
35,580	23,2	282,8	7,3	32,1
35,583	25,6	249,6	6,8	29,9
35,587	25,1	250,2	6,8	29,6
35,590	27,5	242,8	6,1	28,2
35,594	26,2	254,9	5,8	27,4
35,597	25,2	255,4	5,9	27,4
35,601	25,5	260,1	6,2	28,8
35,604	25,7	257,8	6,4	28,7
35,608	24,9	258,2	5,7	28,1
35,611	25,6	265,4	6,1	29,3
35,615	23,8	266,2	6,3	29,7
35,618	20,4	260,3	10,3	38,7
35,622	21,1	265,2	10,3	41,0
35,625	23,1	270,7	7,5	33,7
35,628	19,7	9999	7,6	33,7
35,632	19,3	9999	6,6	34,0
35,635	18,9	9999	7,3	35,6
35,639	18,2	9999	7,6	34,9
35,642	17,5	259,9	7,9	37,6
35,646	16,5	262,5	8,0	37,0
35,649	15,8	260,2	6,6	37,5
35,653	17,2	272,6	6,9	37,6
35,656	19,6	254,7	6,4	36,2
35,660	18,4	263,9	5,6	34,2
35,663	16,2	275,4	5,5	35,0
35,667	19,9	269,7	5,3	35,5
35,670	22,4	254,7	4,7	32,2
35,674	20,8	251,7	4,5	30,1
35,677	20,5	255,3	4,0	30,1
35,681	20,2	256,6	3,9	30,5
35,684	19,2	263,9	4,5	31,6
35,688	17,3	284,4	3,6	32,5
35,691	18,1	285,4	4,1	34,1
35,694	18,2	275,4	3,3	33,2
35,698	16,3	273,1	3,7	33,9
35,701	13,9	290,8	3,2	34,9
35,705	13,1	297,7	3,2	36,6
35,708	10,2	307,8	3,8	38,6
35,712	9,7	323,1	4,2	42,2
35,715	11,2	311,4	4,4	41,9
35,719	9,7	327,9	4,2	41,4
35,722	7,4	353,5	5,5	44,9
35,726	6,6	343,8	6,0	46,6
35,729	6,0	355,1	6,9	49,1
35,733	5,5	351,0	7,0	49,6
35,736	4,6	361,7	8,3	51,9
35,740	5,1	366,8	9,3	54,1
35,743	10,1	322,8	7,2	46,1
35,747	10,7	314,3	5,4	41,5
35,750	9,9	325,8	4,9	40,8
35,753	9,5	336,9	5,0	41,7
35,757	9,3	317,2	4,2	40,9
35,760	6,9	335,3	5,0	42,1
35,764	9,5	339,9	5,1	42,7
35,767	11,5	316,2	4,9	40,3
35,771	10,3	315,0	4,5	38,6
35,774	9,5	328,1	4,0	38,6
35,778	10,8	327,6	4,4	38,6
35,781	10,5	328,6	4,1	37,7
35,785	9,9	326,4	4,7	37,9
35,788	10,2	322,5	4,4	38,6
35,792	10,4	316,0	3,9	38,3
35,795	10,9	9999	3,6	37,6
35,799	12,2	9999	2,9	35,9
35,802	11,5	9999	3,4	34,5
35,806	8,6	9999	3,4	35,5
35,809	8,4	305,5	3,1	37,2
35,813	6,8	318,4	3,3	38,9
35,816	6,0	334,0	5,0	40,8
35,819	5,0	344,4	6,1	43,5
35,823	3,8	363,1	9,0	49,9
35,826	3,9	363,5	10,6	51,9
35,830	3,7	374,8	11,4	53,1
35,833	5,5	355,1	11,0	51,6
35,837	5,8	343,8	9,6	49,1
35,840	5,5	335,8	8,0	46,9
35,844	5,3	337,7	6,9	45,3
35,847	4,7	342,2	6,9	45,8
35,851	4,7	356,5	7,3	46,6
35,854	5,2	364,6	7,6	46,4
35,858	6,5	348,4	6,9	45,2
35,861	6,3	356,5	6,4	43,6
35,865	6,5	357,6	6,2	42,7
35,868	6,5	369,3	5,7	42,1
35,872	7,3	372,9	5,6	41,3
35,875	7,5	366,0	5,5	40,2
35,878	7,3	367,5	5,3	39,8
35,882	6,3	367,8	4,8	39,8
35,885	5,7	378,7	5,4	40,6
35,889	5,9	378,9	4,9	41,6
35,892	6,2	374,8	4,7	41,0
35,896	6,9	371,9	5,5	40,8
35,899	6,4	372,2	5,0	40,2
35,903	6,0	374,2	4,7	39,7
35,906	6,4	375,6	4,5	39,6
35,910	7,5	362,9	4,2	37,9
35,913	8,0	343,8	4,1	36,9
35,917	8,4	340,4	3,7	35,9
35,920	8,6	340,6	3,7	34,9
35,924	8,4	345,9	3,2	33,8
35,927	8,2	350,8	2,7	33,7
35,931	8,0	354,9	2,6	34,1
35,934	7,3	354,5	3,0	34,8
35,938	6,8	359,8	3,3	35,3
35,941	6,7	359,2	3,4	36,0
35,944	6,9	361,9	3,9	36,4
35,948	7,8	356,3	4,1	36,5
35,951	8,2	359,6	3,8	36,3
35,955	9,3	352,0	3,1	34,6
35,958	10,4	353,0	2,6	33,5
35,962	10,4	9999	3,0	31,7
35,965	10,1	9999	2,6	31,0
35,969	10,4	9999	2,9	31,1
35,972	9,6	9999	2,4	31,5
35,976	9,3	311,9	3,0	31,7
35,979	7,9	331,0	3,0	32,4
35,983	7,5	328,5	3,5	33,7
35,986	8,1	329,5	3,5	34,8
35,990	7,6	326,4	3,1	35,2
35,993	7,5	323,8	3,9	35,9
35,997	7,0	326,8	4,3	35,9
36,000	8,4	316,4	4,1	36,1
36,003	9,1	310,4	3,8	35,7
36,007	10,5	304,8	3,1	34,4
36,010	11,0	305,5	2,7	31,9
36,014	11,4	311,1	2,0	31,1
36,017	11,4	312,3	2,4	30,8
36,021	12,4	313,5	2,5	29,9
36,024	13,5	318,4	2,3	28,6
36,028	14,1	306,3	2,3	26,8
36,031	14,2	290,4	2,3	25,7
36,035	14,0	288,1	1,3	25,3
36,038	13,8	305,5	1,8	25,5
36,042	13,1	316,4	1,7	26,1
36,045	12,2	322,1	1,1	26,2
36,049	11,6	318,8	1,9	26,9
36,052	12,9	301,3	1,7	27,0
36,056	13,1	298,4	1,5	26,0
36,059	12,2	310,2	1,3	26,1
36,063	12,5	295,5	1,1	25,8
36,066	11,9	292,0	1,6	25,8
36,069	12,3	293,8	1,3	26,0
36,073	12,9	288,5	1,7	26,6
36,076	13,2	289,4	1,5	25,7
36,080	13,9	277,1	0,6	24,5
36,083	14,3	261,0	0,7	23,5
36,087	15,6	256,5	1,2	22,3
36,090	16,6	243,4	1,4	20,8
36,094	16,7	243,5	1,7	20,0
36,097	16,6	251,8	1,2	19,3
36,101	17,4	256,3	1,8	19,2
36,104	18,3	245,1	1,2	18,5
36,108	18,7	246,1	1,6	18,0
36,111	19,7	237,9	0,7	16,9
36,115	20,2	235,2	1,2	16,0
36,118	20,6	228,7	1,5	15,9
36,122	21,8	224,6	1,3	15,3
36,125	22,8	215,3	1,7	14,2
36,128	23,5	9999	2,2	13,7
36,132	22,7	9999	1,2	13,6
36,135	23,2	9999	1,1	13,1
36,139	23,9	9999	1,2	13,1
36,142	24,0	187,5	0,8	12,6
36,146	25,2	183,2	2,1	12,0
36,149	24,6	181,2	1,3	11,7
36,153	24,1	183,6	0,7	12,2
36,156	24,8	176,9	1,2	11,4
36,160	24,4	187,7	1,0	12,0
36,163	25,4	181,0	1,2	12,1
36,167	24,2	176,4	0,8	12,0
36,170	24,2	176,4	0,8	12,5
36,174	22,5	181,0	1,2	13,5
36,177	21,6	189,7	1,0	15,5
36,181	20,7	187,9	0,7	16,2
36,184	18,4	192,0	1,1	18,3
36,188	18,4	196,1	1,3	20,6
36,191	16,8	194,0	1,7	21,4
36,194	15,3	195,4	2,2	23,2
36,198	15,0	209,6	1,9	24,8
36,201	13,7	196,3	2,5	26,4
36,205	11,7	196,3	2,2	28,9
36,208	10,7	216,6	3,3	31,2
36,212	6,1	211,0	6,2	41,4
36,215	5,8	218,2	7,3	45,2
36,219	5,2	226,4	7,4	46,4
36,222	5,2	249,8	8,1	47,7
36,226	4,8	240,0	8,3	48,3
36,229	4,3	243,0	9,0	49,6
36,233	3,1	229,5	9,7	50,7
36,236	3,0	246,5	11,1	52,8
36,240	3,4	240,8	11,9	54,8
36,243	3,3	238,7	12,6	55,8
36,247	4,8	244,1	11,7	54,3
36,250	3,8	248,8	10,5	52,4
36,253	5,6	248,6	10,2	52,1
36,257	4,6	257,8	11,2	51,5
36,260	4,8	261,3	11,3	52,5
36,264	3,5	281,5	11,2	51,4
36,267	1,9	305,8	15,7	58,8
36,271	1,7	319,7	23,2	69,5
36,274	1,6	336,7	27,8	76,6
36,278	1,9	330,3	26,9	75,9
36,281	2,2	343,0	25,6	75,2
36,285	1,9	348,8	26,7	75,8
36,288	2,0	354,3	26,8	76,8
36,292	2,3	358,6	25,3	76,2
36,295	3,4	9999	18,7	65,3
36,299	2,8	9999	20,5	68,7
36,302	3,7	9999	19,3	67,4
36,306	3,3	9999	18,4	66,2
36,309	3,4	369,6	18,0	66,7
36,313	3,3	395,1	19,2	68,1
36,316	2,3	409,8	23,9	75,2
36,319	2,5	435,0	25,5	77,5
36,323	3,4	408,4	25,0	75,2
36,326	5,3	365,4	18,6	65,9
36,330	4,3	363,1	15,0	60,1
36,333	5,8	402,7	14,0	59,1
36,337	8,6	368,8	12,7	51,6
36,340	9,1	328,5	9,6	45,0
36,344	7,9	361,7	11,5	50,2
36,347	9,2	345,1	12,2	50,2
36,351	8,8	337,3	12,0	49,8
36,354	8,9	342,2	11,7	50,3
36,358	8,9	344,1	13,8	53,4
36,361	8,2	337,7	14,9	54,9
36,365	9,3	322,1	15,1	52,6
36,368	10,5	309,8	15,7	52,9
36,372	12,9	288,9	12,2	44,7
36,375	11,5	302,9	13,4	45,9
36,378	14,2	276,9	14,0	46,8
36,382	14,1	276,2	13,0	44,5
36,385	14,8	339,2	12,2	44,1
36,389	15,9	271,3	11,7	41,4
36,392	17,9	256,5	9,9	38,1
36,396	18,1	259,0	9,7	36,0
36,399	21,5	234,4	7,6	31,3
36,403	20,4	254,1	6,8	30,4
36,406	22,2	229,1	6,2	28,2
36,410	21,4	238,9	6,7	27,3
36,413	20,1	245,1	6,7	27,7
36,417	20,6	240,8	6,6	29,1
36,420	20,2	244,9	10,2	35,1
36,424	20,3	260,7	8,9	31,3
36,427	21,2	252,1	8,3	31,3
36,431	20,7	252,5	8,5	30,8
36,434	23,0	246,7	8,2	30,2
36,438	22,4	248,1	7,9	28,2
36,441	22,4	260,9	8,9	30,0
36,444	23,4	259,4	9,3	30,4
36,448	23,9	243,2	8,5	29,3
36,451	24,8	241,8	7,9	27,8
36,455	23,8	251,9	7,0	27,1
36,458	25,7	245,7	6,7	26,3
36,462	26,6	9999	7,8	25,7
36,465	26,6	9999	6,9	25,0
36,469	27,7	9999	6,8	24,1
36,472	27,8	9999	6,8	23,7
36,476	27,2	9999	6,3	21,7
36,479	27,1	9999	5,6	16,6
36,483	26,8	240,2	5,8	16,8
36,486	26,2	247,8	7,4	24,9
36,490	27,9	249,6	7,2	25,6
36,493	26,3	232,5	6,9	24,4
36,497	27,6	244,9	7,2	25,2
36,500	28,5	253,5	6,3	24,1
36,503	28,3	231,1	5,6	23,1
36,507	27,8	245,3	6,2	24,0
36,510	28,1	251,0	6,7	25,1
36,514	27,5	246,5	6,8	25,1
36,517	28,4	237,1	7,2	26,4
36,521	30,9	241,0	6,9	24,0
36,524	29,6	236,5	6,3	22,4
36,528	30,7	235,2	6,8	22,6
36,531	32,2	226,4	6,1	21,1
36,535	31,5	233,4	5,1	19,4
36,538	32,6	223,3	4,8	18,6
36,542	29,2	253,5	5,0	18,4
36,545	31,8	225,0	5,2	19,6
36,549	31,9	221,7	5,1	18,2
36,552	30,3	243,6	5,0	18,8
36,556	31,4	221,7	4,9	18,3
36,559	29,3	223,0	5,4	19,2
36,563	30,0	242,6	5,5	20,2
36,566	32,3	217,2	5,2	19,5
36,569	32,3	221,1	4,8	18,8
36,573	31,3	237,9	5,7	19,8
36,576	33,5	218,4	5,1	19,1
36,580	32,2	223,0	5,6	19,0
36,583	31,6	221,7	4,3	18,5
36,587	31,6	235,4	3,8	19,0
36,590	32,5	231,0	5,3	19,6
36,594	33,2	224,4	4,8	19,4
36,597	32,4	238,6	6,0	19,6
36,601	31,8	232,2	5,0	20,4
36,604	31,3	250,6	6,3	21,0
36,608	32,2	239,6	6,2	21,5
36,611	32,8	234,0	5,3	21,0
36,615	30,6	242,4	4,6	21,1
36,618	32,6	238,1	4,5	20,9
36,622	29,9	238,5	4,7	21,3
36,625	31,5	240,2	4,5	21,8
36,628	31,1	9999	4,3	21,7
36,632	30,5	9999	4,0	21,4
36,635	29,3	9999	4,1	21,9
36,639	30,9	9999	4,0	22,3
36,642	31,1	235,5	4,1	21,3
36,646	29,2	248,2	3,9	21,5
36,649	27,2	253,7	5,0	24,1
36,653	29,3	247,8	4,9	25,2
36,656	30,8	231,4	3,9	24,0
36,660	30,5	235,4	3,5	23,4
36,663	31,2	232,2	3,5	22,7
36,667	29,6	257,6	3,2	22,4
36,670	29,2	249,2	3,4	22,8
36,674	29,5	241,2	2,9	23,0
36,677	27,5	241,8	3,3	23,3
36,681	26,1	258,2	4,2	25,8
36,684	23,3	276,4	2,8	26,3
36,688	26,0	266,6	3,9	28,1
36,691	23,4	268,0	3,1	28,9
36,694	21,6	277,5	3,7	30,0
36,698	20,4	277,5	3,6	31,7
36,701	16,3	295,5	4,0	34,6
36,705	15,2	327,2	4,4	38,9
36,708	14,1	333,0	4,7	41,1
36,712	16,1	343,8	6,1	42,5
36,715	14,8	332,2	5,1	42,7
36,719	14,2	341,2	4,3	42,9
36,722	8,9	353,2	6,2	48,2
36,726	7,3	400,6	7,7	55,1
36,729	8,6	395,3	8,3	56,1
36,733	7,2	386,1	9,9	57,8
36,736	4,9	430,5	12,4	63,7
36,740	5,2	425,4	13,0	65,1
36,743	4,0	486,0	16,4	70,3
36,747	3,4	495,5	16,8	72,4
36,750	2,4	514,4	20,8	77,9
36,753	2,3	547,1	30,1	89,9
36,757	2,4	468,6	31,2	90,1
36,760	2,4	466,2	31,6	91,0
36,764	2,1	491,4	32,3	91,6
36,767	2,4	498,2	31,9	91,4
36,771	2,2	532,8	33,3	92,5
36,774	2,2	498,4	32,2	92,1
36,778	2,3	495,7	31,3	90,7
36,781	2,4	495,1	31,6	90,4
36,785	2,8	471,9	28,9	87,6
36,788	2,7	494,0	34,2	93,7
36,792	2,1	483,2	33,5	93,2
36,795	2,3	9999	34,8	94,3
36,799	2,3	9999	33,8	94,3
36,802	3,1	9999	31,9	90,5
